,0,1,2,3,4,5,6,7,8,9,10,11
pop.00079.wav,0.2544109,0.3742891,0.26899144,0.2907458,0.3138047,0.25739062,0.3452,0.25123212,0.259215,0.20561138,0.2635659,0.36478737
pop.00051.wav,0.2988154,0.28949785,0.30942228,0.26926818,0.2898699,0.297848,0.26864302,0.3258174,0.24845225,0.28041178,0.27707556,0.26130053
pop.00045.wav,0.331672,0.3060967,0.26497614,0.2974087,0.26822117,0.3220552,0.23829688,0.3098498,0.3143507,0.2783686,0.317725,0.26288143
pop.00053.wav,0.2824331,0.2641841,0.30024275,0.30642694,0.32322386,0.30283332,0.36726832,0.28743172,0.28566518,0.33057678,0.3134873,0.37970144
pop.00047.wav,0.3129064,0.2914389,0.32089055,0.2680967,0.2628298,0.31365636,0.27160212,0.34084746,0.27753606,0.2964064,0.314342,0.26313245
pop.00090.wav,0.25367332,0.2518051,0.3538037,0.2616418,0.31205478,0.23347308,0.24792674,0.3588726,0.24299495,0.3052078,0.24426778,0.25859925
pop.00084.wav,0.33848843,0.28267887,0.34343186,0.25689176,0.29325882,0.25373763,0.26266924,0.3317072,0.2857207,0.37027657,0.28321165,0.2899601
pop.00085.wav,0.3053144,0.25437728,0.318211,0.2817055,0.30094028,0.2766842,0.29128504,0.36010578,0.26464623,0.31480452,0.29163945,0.30089676
pop.00091.wav,0.2845625,0.33293277,0.26526228,0.31529874,0.2850812,0.3096779,0.36826524,0.29883102,0.32252806,0.26775083,0.29626736,0.3131068
pop.00046.wav,0.33467588,0.3066522,0.26610896,0.29920226,0.27041432,0.32341924,0.23764955,0.31176865,0.31491554,0.28173223,0.31929532,0.26614097
pop.00052.wav,0.24880704,0.25313482,0.27053377,0.29306275,0.29920712,0.30969483,0.31580278,0.31841305,0.28933635,0.3184777,0.27511624,0.28722924
pop.00056.wav,0.3070188,0.33475527,0.29926458,0.3147665,0.28692946,0.30403027,0.29528752,0.28735328,0.34196123,0.3239703,0.27809384,0.28469902
pop.00042.wav,0.27400234,0.35210794,0.2430117,0.29209894,0.3563376,0.22345287,0.30600706,0.25990623,0.33318588,0.28667384,0.28911301,0.2964528
pop.00095.wav,0.31351647,0.23810992,0.35601795,0.27452224,0.31069595,0.33491778,0.2505173,0.35211945,0.2635215,0.288619,0.25695413,0.26938653
pop.00081.wav,0.34424096,0.22854428,0.33944312,0.23398927,0.2960878,0.3314346,0.22833855,0.344623,0.22850208,0.29846692,0.21227299,0.1990435
pop.00080.wav,0.31177324,0.2929065,0.32108435,0.26959345,0.26419204,0.31542027,0.27204847,0.3400564,0.27814853,0.29573894,0.31192592,0.25809303
pop.00094.wav,0.32659045,0.25446725,0.23105468,0.3231547,0.1813466,0.32588023,0.18235132,0.30315796,0.3297512,0.2121355,0.38350394,0.21377216
pop.00043.wav,0.27836066,0.30041364,0.2533463,0.29511487,0.23579685,0.30313465,0.3023003,0.25668886,0.28629282,0.25171795,0.28296536,0.29126987
pop.00057.wav,0.24911098,0.26234996,0.29171246,0.3018366,0.30965486,0.32138875,0.31936666,0.3004768,0.31821087,0.28625262,0.28903106,0.2526703
pop.00069.wav,0.26617852,0.22726056,0.26330644,0.23859628,0.30304193,0.22717044,0.23640667,0.25091624,0.25058228,0.2831527,0.26358935,0.2896187
pop.00041.wav,0.2831615,0.23334521,0.3813791,0.30973285,0.18908021,0.38132358,0.23066343,0.31919295,0.22682996,0.27250183,0.35033342,0.2403352
pop.00055.wav,0.29298806,0.28536662,0.2808715,0.2667483,0.2657881,0.24828887,0.2596277,0.29945746,0.3268744,0.34023565,0.32099482,0.32762226
pop.00082.wav,0.3203277,0.20799793,0.2459688,0.2340502,0.30473012,0.29457316,0.32831326,0.3200628,0.25853565,0.30539402,0.26418132,0.3173056
pop.00096.wav,0.2995059,0.26238406,0.2877048,0.30695742,0.28882846,0.36105937,0.30490214,0.31061438,0.2547919,0.3093631,0.3651743,0.26363254
pop.00097.wav,0.29714635,0.2654874,0.33156008,0.27773643,0.2853757,0.2820482,0.24430653,0.31031728,0.338673,0.36551958,0.2923804,0.25312543
pop.00083.wav,0.3356589,0.2924389,0.19695312,0.38464022,0.24068673,0.29470807,0.17281806,0.3278873,0.28540662,0.19272457,0.3457409,0.21300322
pop.00054.wav,0.34581104,0.29864863,0.26835933,0.3503372,0.33640525,0.37033665,0.3219777,0.33161345,0.26914188,0.2377315,0.28460082,0.2731509
pop.00040.wav,0.3395329,0.21576431,0.33801645,0.3451873,0.17768839,0.30341434,0.18208395,0.24159074,0.17934322,0.25252298,0.37684357,0.22587043
pop.00068.wav,0.25791734,0.290832,0.3469253,0.3133988,0.31874412,0.27090615,0.34704286,0.27684748,0.26800454,0.3115993,0.26947612,0.31641552
pop.00065.wav,0.3262363,0.23288985,0.23796955,0.24155498,0.2651779,0.37402323,0.30375892,0.3561527,0.30884013,0.31401876,0.34107953,0.25990665
pop.00071.wav,0.2613883,0.26272333,0.33073917,0.30453175,0.3448211,0.3181491,0.26162338,0.3303429,0.26786232,0.3016969,0.29913628,0.30484298
pop.00059.wav,0.30665183,0.33501968,0.29922357,0.3147671,0.28633657,0.3037608,0.29489294,0.28602704,0.3407345,0.32354268,0.27794558,0.28404996
pop.00058.wav,0.3224998,0.3642003,0.33411738,0.2608593,0.2638396,0.22996758,0.3392834,0.23951262,0.3178432,0.3337402,0.2574917,0.33097574
pop.00070.wav,0.33123478,0.28366983,0.3145879,0.25246087,0.2618312,0.29450214,0.24932665,0.2976798,0.2699407,0.33027977,0.27272165,0.29170948
pop.00064.wav,0.31125206,0.24236721,0.26380274,0.2861875,0.24978812,0.23496258,0.22895,0.33619472,0.36667168,0.31610018,0.37553188,0.3074536
pop.00072.wav,0.27186254,0.2648839,0.27853543,0.2613827,0.2488552,0.2758967,0.24734439,0.29754078,0.283224,0.2589199,0.28552786,0.2869766
pop.00066.wav,0.31981307,0.27633768,0.34445047,0.2792329,0.31224796,0.32547447,0.22214235,0.26279208,0.27034318,0.28420886,0.27545112,0.265553
pop.00099.wav,0.28007632,0.3395934,0.2639929,0.26382756,0.34848854,0.23670824,0.31738406,0.25672933,0.32968634,0.3122232,0.26467392,0.3364119
pop.00098.wav,0.3378124,0.26540318,0.33038852,0.28561473,0.32623324,0.24880886,0.25899464,0.32056886,0.29563433,0.34213713,0.2703894,0.32523072
pop.00067.wav,0.2613883,0.26272333,0.33073917,0.30453175,0.3448211,0.3181491,0.26162338,0.3303429,0.26786232,0.3016969,0.29913628,0.30484298
pop.00073.wav,0.24013849,0.2994177,0.2967274,0.26621452,0.29515603,0.23094596,0.33251828,0.25537044,0.2246918,0.30723312,0.23808847,0.32297146
pop.00077.wav,0.3123636,0.25191343,0.32583892,0.29936287,0.2674623,0.34470233,0.2922992,0.32841003,0.28592327,0.33103365,0.30594018,0.26444554
pop.00063.wav,0.34763741,0.23062594,0.27430823,0.2516478,0.26566148,0.35472074,0.30642575,0.33722195,0.30703646,0.22698008,0.26765883,0.2044213
pop.00088.wav,0.26444414,0.26573092,0.329854,0.28259104,0.29356977,0.29754162,0.2931063,0.3113727,0.27461457,0.3261419,0.27859342,0.2871772
pop.00089.wav,0.26673922,0.23831177,0.32354525,0.26426062,0.3259294,0.3093489,0.32193285,0.29093257,0.2454869,0.3036947,0.2505351,0.25694737
pop.00062.wav,0.22653916,0.2522736,0.27395546,0.3214331,0.29270422,0.28300893,0.27120718,0.32240048,0.33166534,0.27370167,0.28613338,0.28514877
pop.00076.wav,0.2666634,0.30945623,0.25147098,0.25804296,0.2627513,0.2771853,0.30115345,0.26893494,0.27787924,0.31405386,0.25955197,0.3370166
pop.00048.wav,0.30685142,0.27880347,0.3187097,0.28944921,0.28449,0.281222,0.24653135,0.29951546,0.23896992,0.2855242,0.27368712,0.27150452
pop.00060.wav,0.34581104,0.29864863,0.26835933,0.3503372,0.33640525,0.37033665,0.3219777,0.33161345,0.26914188,0.2377315,0.28460082,0.2731509
pop.00074.wav,0.3170141,0.2934565,0.3510725,0.26774698,0.33533952,0.23905864,0.37009928,0.26796415,0.24426949,0.29136136,0.27914995,0.36787364
pop.00075.wav,0.28699443,0.32654646,0.34355608,0.2644868,0.33670324,0.22785108,0.3344001,0.2387306,0.251094,0.30123326,0.28436834,0.3431469
pop.00061.wav,0.30545443,0.29896766,0.25870833,0.29325032,0.22461662,0.26634127,0.22785842,0.2811639,0.3202778,0.3049867,0.32334504,0.2796445
pop.00049.wav,0.23966633,0.35391352,0.2059354,0.3080207,0.19148484,0.30918545,0.34242895,0.24394724,0.36687604,0.2877266,0.32202804,0.3035801
pop.00006.wav,0.3596999,0.26145843,0.2604013,0.21869665,0.22324106,0.34562087,0.22578764,0.32756153,0.22713515,0.27330378,0.21638916,0.2741001
pop.00012.wav,0.2985128,0.27065772,0.3305801,0.31677926,0.2647893,0.3277543,0.23160109,0.28817478,0.26449934,0.28347906,0.3029818,0.2673461
pop.00013.wav,0.3634369,0.26127127,0.3219907,0.21851088,0.24563578,0.32850578,0.2985064,0.31658006,0.26825812,0.28054556,0.3289612,0.30816513
pop.00007.wav,0.24709266,0.2937153,0.38993874,0.24076517,0.1680219,0.20609322,0.245278,0.281815,0.21477745,0.4006763,0.30971685,0.2706026
pop.00011.wav,0.26847318,0.17749715,0.3448349,0.11324988,0.26658714,0.35614774,0.16904534,0.39146984,0.21233478,0.4035078,0.26886997,0.16147171
pop.00005.wav,0.19709441,0.36719728,0.22223035,0.31590503,0.2472808,0.18830526,0.35518146,0.24697697,0.32212833,0.2238421,0.2682789,0.3215459
pop.00039.wav,0.30529758,0.2997372,0.25757533,0.30783537,0.33804762,0.27492166,0.31257442,0.255812,0.3423855,0.28941077,0.27896756,0.3493019
pop.00038.wav,0.23986067,0.3221523,0.25804132,0.29253253,0.33577222,0.26481158,0.32705423,0.23377591,0.3277833,0.29996455,0.26259872,0.2613676
pop.00004.wav,0.29433963,0.25027752,0.31993225,0.24673048,0.31098372,0.26286405,0.27892482,0.29413754,0.29273966,0.30474892,0.26262292,0.30354142
pop.00010.wav,0.2450266,0.32854155,0.28721565,0.19969499,0.30631265,0.25093716,0.35538542,0.25765872,0.2890909,0.36774826,0.25578964,0.2904154
pop.00028.wav,0.30616972,0.21627691,0.2719708,0.33475283,0.22447667,0.3334255,0.2363513,0.34855902,0.2817902,0.23958632,0.34432158,0.23821706
pop.00014.wav,0.30277067,0.3151362,0.2735785,0.32586312,0.25855398,0.26054054,0.22836955,0.2794307,0.2740962,0.2661489,0.27559224,0.27728936
pop.00000.wav,0.31048158,0.25581753,0.31171617,0.24544437,0.33541983,0.3373945,0.2397079,0.36020756,0.272848,0.31699297,0.2801592,0.25736928
pop.00001.wav,0.33788994,0.28215942,0.28880417,0.32404205,0.28932703,0.37069553,0.27718508,0.33443874,0.3148275,0.28763524,0.30214262,0.2615434
pop.00015.wav,0.35484236,0.30356312,0.296995,0.3080812,0.24892972,0.2847088,0.27607983,0.32715875,0.27260405,0.25450054,0.27447647,0.2765492
pop.00029.wav,0.3028371,0.36228982,0.27863935,0.3222447,0.29492918,0.3155417,0.32760063,0.29931715,0.33732927,0.24674624,0.30304095,0.24592492
pop.00003.wav,0.28377074,0.21731721,0.31401232,0.21836875,0.1997068,0.2784267,0.23091127,0.29653051,0.2316613,0.3015709,0.24633922,0.27933672
pop.00017.wav,0.2560207,0.318424,0.22806594,0.32059798,0.26756045,0.23110239,0.3295316,0.2583937,0.28304875,0.26500425,0.28069934,0.29294023
pop.00016.wav,0.2900818,0.33070922,0.27581146,0.3424165,0.28254133,0.2645517,0.3067919,0.2679142,0.30546045,0.2754885,0.31073606,0.33883148
pop.00002.wav,0.34565583,0.28691354,0.32732278,0.24884519,0.2303436,0.2655329,0.2676832,0.3186775,0.28171128,0.31604072,0.32483885,0.28344217
metal.00022.wav,0.19127865,0.30851212,0.26157585,0.24875683,0.32074103,0.19715458,0.2376612,0.17951022,0.24892151,0.32602394,0.16735272,0.19310348
metal.00036.wav,0.24819155,0.24372879,0.23793526,0.26314285,0.2709891,0.28836894,0.2734456,0.26301268,0.27118176,0.2548307,0.2806331,0.23778838
metal.00037.wav,0.2656049,0.31120172,0.27020374,0.3162203,0.27747014,0.25820008,0.28172588,0.22305201,0.2739748,0.19775656,0.2489461,0.2822636
metal.00023.wav,0.30407724,0.24255604,0.22600585,0.27589056,0.27569255,0.29678538,0.22830527,0.2548324,0.2550633,0.21702336,0.25131536,0.21402909
metal.00009.wav,0.23156253,0.20672567,0.2784183,0.22293319,0.1897823,0.23394032,0.24444167,0.24874936,0.22462454,0.23977274,0.23728864,0.2867892
metal.00035.wav,0.20238024,0.22466415,0.21517046,0.24696547,0.25448808,0.22818238,0.2020276,0.23232113,0.28049162,0.24727169,0.22794305,0.22646052
metal.00021.wav,0.28473562,0.2365673,0.27504876,0.23615637,0.2683641,0.2232842,0.22510721,0.27712762,0.24817051,0.23160297,0.24765234,0.30385765
metal.00020.wav,0.21800484,0.24367604,0.2606309,0.2496876,0.24343736,0.23697256,0.2873541,0.2758983,0.29150137,0.29725102,0.24445054,0.29458025
metal.00034.wav,0.2364521,0.2042266,0.28589618,0.21202578,0.31956056,0.24479996,0.29580075,0.33430222,0.27613577,0.31064796,0.2666056,0.32215017
metal.00008.wav,0.2809684,0.26831993,0.2948292,0.26172677,0.3210555,0.25824663,0.27551353,0.2910625,0.2177692,0.21584882,0.230022,0.3098917
metal.00030.wav,0.27170628,0.23394842,0.24008821,0.20184624,0.27827036,0.26572025,0.18971813,0.2449508,0.19635835,0.26680318,0.22011714,0.25886065
metal.00024.wav,0.2818014,0.23591387,0.2703367,0.24965009,0.31472445,0.25594604,0.27929533,0.2820983,0.23484458,0.23414645,0.22695403,0.2914732
metal.00018.wav,0.21635133,0.25618377,0.23786815,0.23872152,0.22700231,0.21998426,0.20758174,0.23644204,0.2404526,0.2377881,0.20929563,0.20734605
metal.00019.wav,0.22886814,0.23505999,0.22768015,0.25420836,0.24386974,0.22630744,0.2689007,0.25497615,0.23603281,0.22707106,0.25809702,0.24969254
metal.00025.wav,0.25336024,0.23388985,0.26146787,0.218791,0.24452531,0.20961343,0.19593193,0.25169665,0.24157014,0.2393239,0.23767386,0.3155994
metal.00031.wav,0.2636314,0.30074865,0.21138063,0.3001592,0.22765279,0.2131199,0.21997887,0.24107264,0.33127198,0.2239571,0.30893362,0.2496526
metal.00027.wav,0.24503383,0.26197553,0.26572147,0.29912552,0.2392847,0.29414707,0.24119617,0.21060728,0.2829785,0.27192536,0.27979717,0.25074083
metal.00033.wav,0.2586664,0.21812002,0.23284185,0.21933493,0.29288992,0.22450805,0.17173357,0.1857631,0.2522264,0.27059492,0.28663763,0.28315255
metal.00032.wav,0.27651873,0.22490713,0.30439058,0.2347555,0.31742087,0.27541614,0.24513678,0.30152017,0.21719182,0.26028526,0.20767286,0.29751685
metal.00026.wav,0.2658243,0.22771956,0.2850211,0.25235534,0.29136324,0.23904464,0.24773875,0.24225914,0.29133612,0.24350375,0.19498427,0.2526924
metal.00082.wav,0.23810846,0.24100754,0.21133672,0.2933965,0.24370609,0.25553188,0.2673005,0.23492439,0.27673396,0.24924159,0.25697926,0.21220121
metal.00096.wav,0.26212788,0.21829772,0.294494,0.25587064,0.26369083,0.2768396,0.25894338,0.26320583,0.28200054,0.31548676,0.25927377,0.264115
metal.00069.wav,0.19728282,0.22569388,0.3057642,0.1998112,0.30968416,0.25399762,0.23046455,0.2902779,0.26018187,0.32165658,0.22757447,0.2660453
metal.00041.wav,0.28741908,0.23663275,0.25873423,0.25054005,0.31857347,0.24324027,0.27180678,0.28477478,0.26919425,0.31367952,0.22449662,0.26599488
metal.00055.wav,0.2684465,0.25103146,0.26996177,0.24337487,0.24329364,0.25334865,0.27587333,0.24673133,0.2653723,0.25496235,0.25194788,0.31948626
metal.00054.wav,0.27364343,0.27404273,0.23907518,0.26175806,0.23525381,0.22971736,0.25691542,0.28048667,0.3110866,0.27403566,0.25198382,0.2509674
metal.00040.wav,0.26765722,0.23955551,0.25396827,0.2556832,0.28011215,0.26242805,0.24491651,0.26982033,0.24638839,0.29559174,0.2617937,0.2387697
metal.00068.wav,0.2884792,0.25038055,0.24388096,0.24301307,0.30050033,0.2599874,0.22637491,0.2445883,0.25260523,0.31672847,0.23906939,0.25866583
metal.00097.wav,0.2889607,0.21502054,0.28247452,0.21395035,0.29015103,0.27530783,0.22782056,0.25105053,0.28258345,0.34096253,0.2315834,0.27206725
metal.00083.wav,0.18989392,0.2428512,0.27341315,0.22820687,0.27982903,0.22731398,0.28389528,0.23353787,0.2671421,0.24149133,0.17720775,0.3019234
metal.00095.wav,0.2508189,0.28045195,0.22342311,0.21407272,0.2726905,0.22474927,0.29823574,0.2542282,0.27199724,0.27101117,0.2592149,0.27126244
metal.00081.wav,0.22091569,0.25423664,0.19807129,0.24179108,0.2549826,0.1877927,0.24906124,0.20983137,0.2408607,0.24974418,0.22604218,0.22061417
metal.00056.wav,0.30304095,0.317713,0.2846688,0.2630464,0.29616767,0.23589598,0.30254802,0.26643437,0.30192888,0.2890526,0.26632234,0.31692168
metal.00042.wav,0.24066728,0.24148592,0.23081772,0.24648975,0.31784305,0.26702523,0.24738976,0.26531157,0.3072446,0.27786723,0.2735881,0.25295776
metal.00043.wav,0.2568671,0.2820642,0.24940787,0.27757195,0.3047168,0.30449626,0.31148782,0.2569382,0.3082251,0.2937366,0.2542938,0.28550035
metal.00057.wav,0.26705962,0.24994422,0.2712293,0.25130564,0.23883013,0.21149254,0.2580392,0.24923389,0.28212956,0.27388272,0.22929549,0.29304364
metal.00080.wav,0.24606292,0.28220132,0.28624305,0.27453232,0.27454028,0.2748652,0.29552257,0.27743813,0.23995909,0.2692834,0.2696025,0.28716162
metal.00094.wav,0.2364521,0.2042266,0.28589618,0.21202578,0.31956056,0.24479996,0.29580075,0.33430222,0.27613577,0.31064796,0.2666056,0.32215017
metal.00090.wav,0.25196615,0.24876267,0.24602711,0.2799471,0.3171994,0.23470068,0.15146446,0.21122755,0.2477482,0.28315824,0.32669345,0.28879184
metal.00084.wav,0.27920875,0.2582618,0.30176267,0.2989974,0.2834231,0.26591703,0.254434,0.30328155,0.24111824,0.2645389,0.30218923,0.24975784
metal.00053.wav,0.27481437,0.28386426,0.2820786,0.23927687,0.28766057,0.21639362,0.21947372,0.2657498,0.28876898,0.3231392,0.26610935,0.26323026
metal.00047.wav,0.2869358,0.28043282,0.31289563,0.27014506,0.25591296,0.30443233,0.2690899,0.23816013,0.24950153,0.27319145,0.2061335,0.22011904
metal.00046.wav,0.2682808,0.2669326,0.25886407,0.26976472,0.2478834,0.28337,0.25337985,0.2811592,0.26896974,0.26465166,0.30302557,0.26613563
metal.00052.wav,0.2693149,0.2413028,0.2553435,0.226666,0.2691173,0.24816176,0.25785115,0.27209675,0.2870295,0.28333518,0.23928449,0.2430969
metal.00085.wav,0.24342158,0.2743604,0.21654975,0.26722983,0.29591084,0.21245097,0.31556785,0.24776858,0.29138345,0.30168882,0.25858715,0.3244424
metal.00091.wav,0.22899897,0.32273176,0.23031317,0.27530235,0.31369373,0.24176109,0.33453217,0.22708197,0.32632905,0.23482509,0.1878848,0.3335085
metal.00087.wav,0.23178357,0.2668143,0.2825232,0.27028212,0.25662044,0.27391347,0.27926162,0.28350896,0.24387394,0.27743027,0.25818694,0.2273824
metal.00093.wav,0.2538321,0.2326163,0.27353978,0.23482102,0.3592803,0.26181036,0.28898534,0.32137358,0.26587668,0.28864703,0.22623703,0.2730805
metal.00044.wav,0.27540606,0.2167415,0.2642741,0.2274291,0.2809702,0.27985346,0.2619848,0.2952434,0.26448375,0.2931664,0.21851651,0.2722392
metal.00050.wav,0.26874307,0.2571429,0.27537176,0.22925943,0.25520626,0.2143594,0.22682352,0.25668207,0.2724197,0.3095516,0.24362946,0.23423293
metal.00078.wav,0.25114474,0.26025465,0.2325596,0.276875,0.24889104,0.22850725,0.26142672,0.2743465,0.2557309,0.23615159,0.28750238,0.25657547
metal.00079.wav,0.27538973,0.223131,0.23636112,0.28606844,0.27587754,0.19892915,0.21283856,0.24838106,0.25108352,0.30800954,0.23000963,0.3032339
metal.00051.wav,0.265615,0.25738236,0.2775052,0.242344,0.2359568,0.19014291,0.24185337,0.29966947,0.27388808,0.2627941,0.22938496,0.2651922
metal.00045.wav,0.2784422,0.253622,0.28729478,0.25504068,0.3316552,0.26581627,0.25050285,0.34839395,0.21833903,0.32638553,0.21945919,0.29824376
metal.00092.wav,0.2985972,0.25345215,0.36140123,0.23932843,0.31783548,0.22459187,0.23831934,0.31442037,0.24006294,0.3644636,0.25041538,0.22509797
metal.00086.wav,0.31070274,0.25346786,0.2707138,0.31796747,0.2577077,0.32736984,0.2521254,0.292734,0.25130388,0.25500855,0.3067659,0.25232548
metal.00048.wav,0.2177209,0.26935914,0.21123505,0.20738286,0.2605035,0.23378383,0.25239876,0.2087824,0.26995203,0.2193262,0.19025132,0.22246301
metal.00060.wav,0.18465029,0.24122407,0.25889492,0.17033295,0.24723402,0.18934198,0.24726664,0.26822236,0.23018773,0.27978626,0.18609275,0.26324514
metal.00074.wav,0.2331861,0.27984107,0.23546262,0.23715898,0.26538312,0.27549073,0.25618052,0.2613454,0.29852465,0.26202276,0.2338955,0.24741334
metal.00075.wav,0.20651956,0.28592423,0.22718203,0.29116386,0.2227841,0.22253089,0.27010977,0.23235817,0.30821365,0.23266034,0.25753343,0.2784218
metal.00061.wav,0.26765722,0.23955551,0.25396827,0.2556832,0.28011215,0.26242805,0.24491651,0.26982033,0.24638839,0.29559174,0.2617937,0.2387697
metal.00049.wav,0.24885426,0.23605569,0.24583204,0.19909729,0.2554655,0.22140998,0.2141698,0.25938857,0.25519964,0.28697452,0.24142995,0.22467977
metal.00088.wav,0.3320741,0.26879075,0.23610021,0.29172924,0.3369097,0.27990702,0.23942523,0.28349218,0.2773694,0.33725306,0.28767002,0.25012884
metal.00077.wav,0.24569616,0.23797238,0.30469638,0.24981487,0.29096627,0.2232713,0.27260402,0.25148875,0.29272056,0.31305188,0.26870784,0.29671195
metal.00063.wav,0.24066728,0.24148592,0.23081772,0.24648975,0.31784305,0.26702523,0.24738976,0.26531157,0.3072446,0.27786723,0.2735881,0.25295776
metal.00062.wav,0.28741908,0.23663275,0.25873423,0.25054005,0.31857347,0.24324027,0.27180678,0.28477478,0.26919425,0.31367952,0.22449662,0.26599488
metal.00076.wav,0.2087543,0.23217964,0.2920168,0.20914793,0.26860073,0.20056024,0.21722758,0.27461913,0.28266734,0.2621372,0.21106067,0.280115
metal.00089.wav,0.16852635,0.19383089,0.2627079,0.3076964,0.27218565,0.25618765,0.25778767,0.3094311,0.29818454,0.30603227,0.28910866,0.21923392
metal.00099.wav,0.27883938,0.23132028,0.29702988,0.23135324,0.2541457,0.30914786,0.24842039,0.30201936,0.27357432,0.29094538,0.2507486,0.2454648
metal.00072.wav,0.2680418,0.2787961,0.31247643,0.2511383,0.23412883,0.30282584,0.28152826,0.3123046,0.2511019,0.23226565,0.23203535,0.25149533
metal.00066.wav,0.2784422,0.253622,0.28729478,0.25504068,0.3316552,0.26581627,0.25050285,0.34839395,0.21833903,0.32638553,0.21945919,0.29824376
metal.00067.wav,0.23978546,0.27228644,0.30666903,0.23344341,0.28499565,0.2444163,0.2432357,0.27711704,0.24805751,0.28864792,0.21055746,0.29419056
